,,,,,,,,,,
Trade Date,Symbol,Warehouse,Production Year,Opening Price,Closing Price,High,Low,Change,Persetntage Change,Volume (Ton)
06/06/2012,UJMB6,BD,2004,840.00,0.00,840.00,840.00,0,0.0 ,61.2
06/05/2012,UJMB6,BD,2004,825.00,0.00,825.00,820.00,0,0.0 ,51
06/04/2012,UJMB6,BD,2004,810.00,0.00,815.00,810.00,0,0.0 ,86.7
06/14/2012,UJMB6,BD,2004,815.00,0.00,815.00,815.00,0,0.0 ,58.65
06/13/2012,UJMB6,BD,2004,830.00,0.00,830.00,830.00,0,0.0 ,22.95
06/12/2012,UJMB6,BD,2004,830.00,0.00,830.00,830.00,0,0.0 ,76.5
06/11/2012,UJMB6,BD,2004,835.00,0.00,835.00,835.00,0,0.0 ,66.3
06/08/2012,UJMB6,BD,2004,840.00,0.00,840.00,840.00,0,0.0 ,81.6
06/07/2012,UJMB6,BD,2004,850.00,0.00,850.00,845.00,0,0.0 ,132.6
07/04/2012,UJMB6,BD,2004,"1,000.00",0.00,"1,000.00","1,000.00",0,0.0 ,123.91
07/03/2012,UJMB6,BD,2004,"1,000.00",0.00,"1,000.00","1,000.00",0,0.0 ,30.6
07/02/2012,UJMB6,BD,2004,900.00,0.00,900.00,900.00,0,0.0 ,15.3
06/29/2012,UJMB6,BD,2004,850.00,0.00,850.00,850.00,0,0.0 ,12.75
06/28/2012,UJMB6,BD,2004,850.00,0.00,850.00,845.00,0,0.0 ,76.5
06/27/2012,UJMB6,BD,2004,845.00,0.00,845.00,845.00,0,0.0 ,40.8
06/20/2012,UJMB6,BD,2004,825.00,0.00,830.00,825.00,0,0.0 ,73.95
06/21/2012,UJMB6,BD,2004,825.00,0.00,825.00,822.00,0,0.0 ,133.01
06/26/2012,UJMB6,BD,2004,845.00,0.00,845.00,845.00,0,0.0 ,17.85
06/25/2012,UJMB6,BD,2004,840.00,0.00,850.00,840.00,0,0.0 ,104.55
06/22/2012,UJMB6,BD,2004,825.00,0.00,825.00,815.00,0,0.0 ,71.4
08/16/2012,UJMB6,BD,2004,875.00,0.00,875.00,875.00,0,0.0 ,25.5
08/16/2012,UJMB6,SC,2004,880.00,0.00,880.00,880.00,0,0.0 ,7.65
08/17/2012,UJMB6,BD,2004,870.00,0.00,875.00,870.00,0,0.0 ,35.7
08/20/2012,UJMB6,BD,2004,865.00,0.00,865.00,865.00,0,0.0 ,20.4
08/13/2012,UJMB6,BD,2004,890.00,0.00,890.00,890.00,0,0.0 ,40.8
08/14/2012,UJMB6,BD,2004,886.00,0.00,886.00,885.00,0,0.0 ,99.45
08/15/2012,UJMB6,BD,2004,880.00,0.00,885.00,880.00,0,0.0 ,30.6
08/07/2012,UJMB6,BD,2004,890.00,0.00,890.00,890.00,0,0.0 ,40.8
08/08/2012,UJMB6,BD,2004,900.00,0.00,900.00,895.00,0,0.0 ,75.07
08/10/2012,UJMB6,BD,2004,890.00,0.00,890.00,890.00,0,0.0 ,30.6
08/09/2012,UJMB6,BD,2004,900.00,0.00,900.00,900.00,0,0.0 ,68.85
08/01/2012,UJMB6,BD,2004,910.00,0.00,910.00,910.00,0,0.0 ,25.5
08/02/2012,UJMB6,BD,2004,900.00,0.00,900.00,900.00,0,0.0 ,58.65
08/06/2012,UJMB6,BD,2004,890.00,0.00,890.00,890.00,0,0.0 ,20.4
07/31/2012,UJMB6,BD,2004,915.00,0.00,915.00,912.00,0,0.0 ,45.9
07/26/2012,UJMB6,BD,2004,910.00,0.00,915.00,910.00,0,0.0 ,33.15
07/27/2012,UJMB6,BD,2004,910.00,0.00,910.00,910.00,0,0.0 ,24.5
07/12/2012,UJMB6,BD,2004,965.00,0.00,965.00,940.00,0,0.0 ,112.2
07/11/2012,UJMB6,BD,2004,960.00,0.00,965.00,960.00,0,0.0 ,45.9
07/13/2012,UJMB6,BD,2004,970.00,0.00,970.00,970.00,0,0.0 ,15.3
07/06/2012,UJMB6,BD,2004,900.00,0.00,900.00,880.00,0,0.0 ,122.4
07/06/2012,UJMB6,SC,2004,820.00,0.00,820.00,820.00,0,0.0 ,5.1
07/05/2012,UJMB6,BD,2004,980.00,0.00,980.00,970.00,0,0.0 ,48.45
07/10/2012,UJMB6,BD,2004,980.00,0.00,980.00,980.00,0,0.0 ,40.8
07/09/2012,UJMB6,BD,2004,890.00,0.00,900.00,890.00,0,0.0 ,84.15
07/16/2012,UJMB6,BD,2004,990.00,0.00,990.00,985.00,0,0.0 ,63.75
07/17/2012,UJMB6,BD,2004,980.00,0.00,980.00,980.00,0,0.0 ,40.8
07/18/2012,UJMB6,BD,2004,955.00,0.00,955.00,945.00,0,0.0 ,53.55
07/24/2012,UJMB6,BD,2004,935.00,0.00,935.00,930.00,0,0.0 ,63.75
07/25/2012,UJMB6,BD,2004,915.00,0.00,915.00,915.00,0,0.0 ,28.05
07/19/2012,UJMB6,BD,2004,940.00,0.00,940.00,940.00,0,0.0 ,15.3
07/20/2012,UJMB6,BD,2004,945.00,0.00,950.00,945.00,0,0.0 ,79.05
12/13/2012,UJMB6,BD,2004,815.00,0.00,815.00,815.00,0,0.0 ,66.3
12/14/2012,UJMB6,BD,2004,810.00,0.00,810.00,810.00,0,0.0 ,51
12/17/2012,UJMB6,BD,2004,820.00,0.00,820.00,820.00,0,0.0 ,80.97
12/11/2012,UJMB6,BD,2004,800.00,0.00,800.00,800.00,0,0.0 ,51
12/12/2012,UJMB6,BD,2004,810.00,0.00,820.00,810.00,0,0.0 ,51
12/10/2012,UJMB6,BD,2004,790.00,0.00,790.00,790.00,0,0.0 ,68.85
12/07/2012,UJMB6,BD,2004,765.00,0.00,765.00,765.00,0,0.0 ,61.2
12/24/2012,UJMB6,BD,2004,815.00,0.00,815.00,815.00,0,0.0 ,99.23
12/21/2012,UJMB6,BD,2004,805.00,0.00,805.00,805.00,0,0.0 ,28.05
12/25/2012,UJMB6,BD,2004,815.00,0.00,815.00,815.00,0,0.0 ,5.1
12/19/2012,UJMB6,BD,2004,795.00,0.00,795.00,795.00,0,0.0 ,112.2
12/20/2012,UJMB6,BD,2004,790.00,0.00,790.00,790.00,0,0.0 ,51
11/23/2012,UJMB6,BD,2004,840.00,0.00,840.00,840.00,0,0.0 ,51
11/26/2012,UJMB6,BD,2004,840.00,0.00,840.00,820.00,0,0.0 ,63.99
11/22/2012,UJMB6,BD,2004,840.00,0.00,840.00,840.00,0,0.0 ,53.55
11/21/2012,UJMB6,BD,2004,855.00,0.00,855.00,850.00,0,0.0 ,81.6
11/20/2012,UJMB6,BD,2004,870.00,0.00,870.00,862.00,0,0.0 ,20.4
11/19/2012,UJMB6,BD,2004,865.00,0.00,865.00,865.00,0,0.0 ,28.05
11/15/2012,UJMB6,BD,2004,863.00,0.00,863.00,863.00,0,0.0 ,28.05
11/16/2012,UJMB6,BD,2004,865.00,0.00,870.00,865.00,0,0.0 ,61.2
11/27/2012,UJMB6,BD,2004,820.00,0.00,820.00,820.00,0,0.0 ,28.05
11/28/2012,UJMB6,BD,2004,810.00,0.00,810.00,800.00,0,0.0 ,33.15
11/29/2012,UJMB6,BD,2004,810.00,0.00,810.00,805.00,0,0.0 ,96.9
12/06/2012,UJMB6,BD,2004,780.00,0.00,780.00,780.00,0,0.0 ,5.1
12/05/2012,UJMB6,BD,2004,795.00,0.00,795.00,795.00,0,0.0 ,76.52
12/03/2012,UJMB6,BD,2004,815.00,0.00,815.00,815.00,0,0.0 ,35.7
12/04/2012,UJMB6,BD,2004,805.00,0.00,810.00,805.00,0,0.0 ,20.4
11/02/2012,UJMB6,BD,2004,900.00,0.00,900.00,900.00,0,0.0 ,10.2
11/01/2012,UJMB6,BD,2004,900.00,0.00,900.00,900.00,0,0.0 ,22.95
11/05/2012,UJMB6,BD,2004,890.00,0.00,890.00,890.00,0,0.0 ,17.85
10/30/2012,UJMB6,BD,2004,905.00,0.00,906.00,900.00,0,0.0 ,71.4
10/29/2012,UJMB6,BD,2004,895.00,0.00,895.00,895.00,0,0.0 ,76.5
10/25/2012,UJMB6,BD,2004,910.00,0.00,910.00,905.00,0,0.0 ,53.55
10/23/2012,UJMB6,BD,2004,915.00,0.00,915.00,915.00,0,0.0 ,61.2
11/12/2012,UJMB6,BD,2004,860.00,0.00,860.00,860.00,0,0.0 ,22.95
11/09/2012,UJMB6,BD,2004,850.00,0.00,850.00,850.00,0,0.0 ,39.68
11/14/2012,UJMB6,BD,2004,870.00,0.00,870.00,870.00,0,0.0 ,81.6
11/13/2012,UJMB6,BD,2004,880.00,0.00,880.00,880.00,0,0.0 ,40.8
11/08/2012,UJMB6,BD,2004,860.00,0.00,860.00,860.00,0,0.0 ,35.7
11/07/2012,UJMB6,BD,2004,870.00,0.00,870.00,869.00,0,0.0 ,58.65
11/06/2012,UJMB6,BD,2004,875.00,0.00,875.00,875.00,0,0.0 ,28.05
09/13/2012,UJMB6,BD,2004,910.00,0.00,910.00,900.00,0,0.0 ,124.95
09/14/2012,UJMB6,BD,2004,910.00,0.00,920.00,910.00,0,0.0 ,109.65
09/20/2012,UJMB6,BD,2004,905.00,0.00,910.00,905.00,0,0.0 ,63.75
09/19/2012,UJMB6,BD,2004,915.00,0.00,915.00,910.00,0,0.0 ,102
09/18/2012,UJMB6,BD,2004,905.00,0.00,905.00,905.00,0,0.0 ,89.25
09/25/2012,UJMB6,BD,2004,918.00,0.00,920.00,915.00,0,0.0 ,84.15
09/24/2012,UJMB6,BD,2004,918.00,0.00,918.00,918.00,0,0.0 ,43.35
09/21/2012,UJMB6,BD,2004,900.00,0.00,905.00,900.00,0,0.0 ,35.7
09/28/2012,UJMB6,BD,2004,905.00,0.00,905.00,890.00,0,0.0 ,63.75
10/01/2012,UJMB6,BD,2004,910.00,0.00,912.00,910.00,0,0.0 ,94.35
10/02/2012,UJMB6,BD,2004,930.00,0.00,930.00,925.00,0,0.0 ,73.95
10/16/2012,UJMB6,BD,2004,928.00,0.00,928.00,925.00,0,0.0 ,58.65
10/15/2012,UJMB6,BD,2004,915.00,0.00,916.00,915.00,0,0.0 ,30.6
10/12/2012,UJMB6,BD,2004,913.00,0.00,913.00,913.00,0,0.0 ,28.05
10/17/2012,UJMB6,BD,2004,922.00,0.00,922.00,922.00,0,0.0 ,45.9
10/18/2012,UJMB6,BD,2004,920.00,0.00,920.00,920.00,0,0.0 ,90.85
10/22/2012,UJMB6,BD,2004,920.00,0.00,920.00,920.00,0,0.0 ,140.25
10/08/2012,UJMB6,BD,2004,920.00,0.00,920.00,920.00,0,0.0 ,111.55
10/09/2012,UJMB6,BD,2004,920.00,0.00,920.00,920.00,0,0.0 ,40.8
10/10/2012,UJMB6,BD,2004,920.00,0.00,925.00,920.00,0,0.0 ,81.6
10/11/2012,UJMB6,BD,2004,915.00,0.00,915.00,915.00,0,0.0 ,56.1
10/03/2012,UJMB6,BD,2004,950.00,0.00,955.00,950.00,0,0.0 ,40.8
10/04/2012,UJMB6,BD,2004,952.00,0.00,952.00,952.00,0,0.0 ,45.9
10/05/2012,UJMB6,BD,2004,940.00,0.00,940.00,940.00,0,0.0 ,73.95
12/31/2012,UJMB6,BD,2004,817.00,817.00,817.00,817.00,2,0.0%,59.06
12/26/2012,UJMB6,BD,2004,815.00,0.00,815.00,815.00,0,0.0 ,66.3
12/28/2012,UJMB6,BD,2004,815.00,815.00,815.00,815.00,0,0.0 ,22.95
12/27/2012,UJMB6,BD,2004,815.00,0.00,815.00,815.00,0,0.0 ,5.1
03/09/2012,UJMB5,BD,2004,970.00,0.00,970.00,970.00,0,0.0 ,20.4
03/12/2012,UJMB5,BD,2004,930.00,0.00,930.00,921.00,0,0.0 ,127.5
03/07/2012,UJMB5,BD,2004,"1,040.00",0.00,"1,040.00","1,040.00",0,0.0 ,10.2
03/08/2012,UJMB5,BD,2004,995.00,0.00,"1,015.00",985.00,0,0.0 ,89.25
03/13/2012,UJMB5,BD,2004,930.00,0.00,940.00,930.00,0,0.0 ,53.55
03/14/2012,UJMB5,BD,2004,980.00,0.00,987.00,965.00,0,0.0 ,25.5
03/16/2012,UJMB5,BD,2004,"1,037.00",0.00,"1,037.00","1,037.00",0,0.0 ,61.2
03/15/2012,UJMB5,BD,2004,"1,037.00",0.00,"1,037.00","1,037.00",0,0.0 ,5.1
03/15/2012,UJMB5,SC,2004,"1,100.00",0.00,"1,100.00","1,100.00",0,0.0 ,2.55
02/24/2012,UJMB5,BD,2004,"1,125.00",0.00,"1,125.00","1,125.00",0,0.0 ,17.85
02/27/2012,UJMB5,BD,2004,"1,120.00",0.00,"1,125.00","1,120.00",0,0.0 ,30.6
02/23/2012,UJMB5,BD,2004,"1,145.00",0.00,"1,145.00","1,135.00",0,0.0 ,30.6
02/21/2012,UJMB5,BD,2004,"1,110.00",0.00,"1,110.00","1,110.00",0,0.0 ,48.45
03/05/2012,UJMB5,BD,2004,"1,090.00",0.00,"1,090.00","1,085.00",0,0.0 ,68.85
03/06/2012,UJMB5,BD,2004,"1,085.00",0.00,"1,085.00","1,085.00",0,0.0 ,25.5
02/29/2012,UJMB5,BD,2004,"1,120.00",0.00,"1,120.00","1,120.00",0,0.0 ,45.9
03/01/2012,UJMB5,BD,2004,"1,100.00",0.00,"1,100.00","1,100.00",0,0.0 ,40.8
02/28/2012,UJMB5,BD,2004,"1,115.00",0.00,"1,115.00","1,110.00",0,0.0 ,35.7
02/17/2012,UJMB5,BD,2004,"1,090.00",0.00,"1,090.00","1,090.00",0,0.0 ,48.45
02/20/2012,UJMB5,BD,2004,"1,080.00",0.00,"1,080.00","1,075.00",0,0.0 ,17.85
02/14/2012,UJMB5,BD,2004,"1,200.00",0.00,"1,200.00","1,200.00",0,0.0 ,5.1
02/16/2012,UJMB5,BD,2004,"1,120.00",0.00,"1,125.00","1,115.00",0,0.0 ,20.4
02/08/2012,UJMB5,BD,2004,"1,200.00",0.00,"1,200.00","1,200.00",0,0.0 ,20.4
02/06/2012,UJMB5,BD,2004,"1,175.00",0.00,"1,175.00","1,175.00",0,0.0 ,5.1
02/07/2012,UJMB5,BD,2004,"1,185.00",0.00,"1,185.00","1,185.00",0,0.0 ,15.3
02/10/2012,UJMB5,BD,2004,"1,200.00",0.00,"1,200.00","1,200.00",0,0.0 ,45.9
02/13/2012,UJMB5,BD,2004,"1,200.00",0.00,"1,200.00","1,200.00",0,0.0 ,30.6
02/01/2012,UJMB5,BD,2004,"1,255.00",0.00,"1,255.00","1,255.00",0,0.0 ,10.2
02/03/2012,UJMB5,BD,2004,"1,170.00",0.00,"1,200.00","1,160.00",0,0.0 ,89.25
01/26/2012,UJMB5,BD,2004,"1,265.00",0.00,"1,265.00","1,265.00",0,0.0 ,10.2
01/09/2012,UJMB5,BD,2003,"1,230.00",0.00,"1,230.00","1,230.00",0,0.0 ,5.1
05/29/2012,UJMB5,BD,2004,850.00,0.00,855.00,850.00,0,0.0 ,43.35
05/25/2012,UJMB5,BD,2004,855.00,0.00,855.00,855.00,0,0.0 ,10.2
05/23/2012,UJMB5,BD,2004,870.00,0.00,870.00,870.00,0,0.0 ,5.1
05/22/2012,UJMB5,BD,2004,880.00,0.00,885.00,880.00,0,0.0 ,73.95
05/18/2012,UJMB5,BD,2004,860.00,0.00,860.00,855.00,0,0.0 ,35.7
05/17/2012,UJMB5,BD,2004,870.00,0.00,870.00,870.00,0,0.0 ,45.9
05/21/2012,UJMB5,BD,2004,870.00,0.00,870.00,870.00,0,0.0 ,5.1
05/15/2012,UJMB5,BD,2004,885.00,0.00,890.00,885.00,0,0.0 ,51
05/16/2012,UJMB5,BD,2004,885.00,0.00,885.00,880.00,0,0.0 ,165.75
04/06/2012,UJMB5,BD,2004,950.00,0.00,950.00,950.00,0,0.0 ,12.75
04/06/2012,UJMB5,SC,2004,970.00,0.00,970.00,960.00,0,0.0 ,20.4
04/05/2012,UJMB5,BD,2004,955.00,0.00,960.00,955.00,0,0.0 ,71.4
04/05/2012,UJMB5,SC,2004,970.00,0.00,970.00,970.00,0,0.0 ,5.1
04/10/2012,UJMB5,BD,2004,945.00,0.00,945.00,940.00,0,0.0 ,40.8
03/30/2012,UJMB5,BD,2004,970.00,0.00,970.00,970.00,0,0.0 ,33.15
03/30/2012,UJMB5,SC,2004,"1,000.00",0.00,"1,000.00","1,000.00",0,0.0 ,15.3
04/02/2012,UJMB5,BD,2004,970.00,0.00,970.00,970.00,0,0.0 ,15.3
04/02/2012,UJMB5,SC,2004,"1,000.00",0.00,"1,000.00","1,000.00",0,0.0 ,38.25
03/29/2012,UJMB5,BD,2004,"1,000.00",0.00,"1,000.00","1,000.00",0,0.0 ,17.85
03/29/2012,UJMB5,SC,2004,"1,015.00",0.00,"1,015.00","1,015.00",0,0.0 ,20.4
04/03/2012,UJMB5,BD,2004,980.00,0.00,980.00,980.00,0,0.0 ,5.1
04/04/2012,UJMB5,BD,2004,960.00,0.00,960.00,960.00,0,0.0 ,5.1
04/04/2012,UJMB5,SC,2004,990.00,0.00,990.00,990.00,0,0.0 ,17.85
03/26/2012,UJMB5,BD,2004,970.00,0.00,970.00,960.00,0,0.0 ,76.5
03/26/2012,UJMB5,SC,2004,980.00,0.00,985.00,980.00,0,0.0 ,25.5
03/23/2012,UJMB5,BD,2004,960.00,0.00,970.00,960.00,0,0.0 ,45.9
03/23/2012,UJMB5,SC,2004,975.00,0.00,975.00,975.00,0,0.0 ,38.25
03/28/2012,UJMB5,BD,2004,"1,050.00",0.00,"1,060.00","1,050.00",0,0.0 ,43.35
03/28/2012,UJMB5,SC,2004,"1,060.00",0.00,"1,060.00","1,060.00",0,0.0 ,33.15
03/27/2012,UJMB5,BD,2004,995.00,0.00,995.00,990.00,0,0.0 ,85.94
03/27/2012,UJMB5,SC,2004,995.00,0.00,995.00,995.00,0,0.0 ,5.1
03/19/2012,UJMB5,BD,2004,990.00,0.00,990.00,990.00,0,0.0 ,68.85
03/20/2012,UJMB5,BD,2004,970.00,0.00,980.00,970.00,0,0.0 ,124.95
03/20/2012,UJMB5,SC,2004,"1,000.00",0.00,"1,010.00","1,000.00",0,0.0 ,20.4
03/21/2012,UJMB5,BD,2004,980.00,0.00,980.00,970.00,0,0.0 ,15.3
03/21/2012,UJMB5,SC,2004,990.00,0.00,990.00,990.00,0,0.0 ,15.3
03/22/2012,UJMB5,BD,2004,970.00,0.00,970.00,970.00,0,0.0 ,20.4
03/22/2012,UJMB5,SC,2004,975.00,0.00,975.00,975.00,0,0.0 ,5.1
04/18/2012,UJMB5,BD,2004,940.00,0.00,940.00,935.00,0,0.0 ,43.35
04/18/2012,UJMB5,SC,2004,945.00,0.00,945.00,945.00,0,0.0 ,22.95
04/17/2012,UJMB5,BD,2004,945.00,0.00,945.00,940.00,0,0.0 ,28.05
04/19/2012,UJMB5,BD,2004,925.00,0.00,925.00,925.00,0,0.0 ,15.28
04/19/2012,UJMB5,SC,2004,935.00,0.00,935.00,935.00,0,0.0 ,33.15
04/11/2012,UJMB5,BD,2004,940.00,0.00,940.00,940.00,0,0.0 ,25.5
04/11/2012,UJMB5,SC,2004,955.00,0.00,955.00,955.00,0,0.0 ,48.45
04/12/2012,UJMB5,BD,2004,940.00,0.00,940.00,940.00,0,0.0 ,25.5
04/16/2012,UJMB5,SC,2004,965.00,0.00,965.00,965.00,0,0.0 ,15.3
04/25/2012,UJMB5,BD,2004,905.00,0.00,910.00,905.00,0,0.0 ,61.2
04/26/2012,UJMB5,BD,2004,910.00,0.00,910.00,905.00,0,0.0 ,94.35
04/26/2012,UJMB5,SC,2004,905.00,0.00,930.00,905.00,0,0.0 ,40.8
04/23/2012,UJMB5,BD,2004,905.00,0.00,905.00,905.00,0,0.0 ,22.95
04/23/2012,UJMB5,SC,2004,920.00,0.00,920.00,915.00,0,0.0 ,15.3
04/20/2012,UJMB5,BD,2004,905.00,0.00,905.00,905.00,0,0.0 ,20.4
04/20/2012,UJMB5,SC,2004,922.00,0.00,922.00,922.00,0,0.0 ,7.65
04/24/2012,UJMB5,BD,2004,906.00,0.00,906.00,905.00,0,0.0 ,15.3
04/24/2012,UJMB5,SC,2004,915.00,0.00,915.00,915.00,0,0.0 ,10.2
05/04/2012,UJMB5,BD,2004,895.00,0.00,895.00,890.00,0,0.0 ,53.55
05/03/2012,UJMB5,BD,2004,900.00,0.00,905.00,900.00,0,0.0 ,38.25
05/03/2012,UJMB5,SC,2004,915.00,0.00,915.00,915.00,0,0.0 ,17.85
05/02/2012,UJMB5,BD,2004,910.00,0.00,910.00,910.00,0,0.0 ,101.69
05/02/2012,UJMB5,SC,2004,925.00,0.00,925.00,920.00,0,0.0 ,22.95
04/27/2012,UJMB5,BD,2004,908.00,0.00,910.00,905.00,0,0.0 ,38.25
04/27/2012,UJMB5,SC,2004,925.00,0.00,925.00,925.00,0,0.0 ,48.45
05/11/2012,UJMB5,BD,2004,820.00,0.00,820.00,810.00,0,0.0 ,45.9
05/08/2012,UJMB5,BD,2004,810.00,0.00,830.00,810.00,0,0.0 ,94.35
05/07/2012,UJMB5,BD,2004,865.00,0.00,865.00,865.00,0,0.0 ,7.65
05/10/2012,UJMB5,BD,2004,760.00,0.00,760.00,760.00,0,0.0 ,28.05
05/09/2012,UJMB5,BD,2004,795.00,0.00,805.00,795.00,0,0.0 ,51
07/20/2012,UJMB5,BD,2004,975.00,0.00,975.00,973.00,0,0.0 ,17.85
07/19/2012,UJMB5,BD,2004,960.00,0.00,960.00,960.00,0,0.0 ,22.95
07/18/2012,UJMB5,BD,2004,975.00,0.00,975.00,975.00,0,0.0 ,12.75
07/17/2012,UJMB5,BD,2004,990.00,0.00,990.00,990.00,0,0.0 ,51
07/16/2012,UJMB5,BD,2004,995.00,0.00,995.00,995.00,0,0.0 ,12.75
07/10/2012,UJMB5,BD,2004,990.00,0.00,990.00,990.00,0,0.0 ,28.05
07/05/2012,UJMB5,BD,2004,"1,000.00",0.00,"1,000.00","1,000.00",0,0.0 ,28.05
07/06/2012,UJMB5,BD,2004,900.00,0.00,900.00,900.00,0,0.0 ,32.32
07/09/2012,UJMB5,BD,2004,910.00,0.00,910.00,890.00,0,0.0 ,56.1
07/11/2012,UJMB5,BD,2004,985.00,0.00,985.00,980.00,0,0.0 ,51
07/12/2012,UJMB5,BD,2004,970.00,0.00,970.00,970.00,0,0.0 ,20.4
07/27/2012,UJMB5,BD,2004,920.00,0.00,920.00,920.00,0,0.0 ,20.4
07/31/2012,UJMB5,BD,2004,930.00,0.00,930.00,925.00,0,0.0 ,25.5
08/02/2012,UJMB5,BD,2004,920.00,0.00,920.00,915.00,0,0.0 ,35.7
08/09/2012,UJMB5,BD,2004,915.00,0.00,915.00,915.00,0,0.0 ,28.05
08/08/2012,UJMB5,BD,2004,915.00,0.00,915.00,915.00,0,0.0 ,5.1
08/07/2012,UJMB5,BD,2004,915.00,0.00,915.00,905.00,0,0.0 ,22.95
08/15/2012,UJMB5,BD,2004,895.00,0.00,900.00,895.00,0,0.0 ,17.85
08/14/2012,UJMB5,BD,2004,900.00,0.00,905.00,900.00,0,0.0 ,12.75
08/17/2012,UJMB5,BD,2004,885.00,0.00,885.00,885.00,0,0.0 ,17.85
08/16/2012,UJMB5,BD,2004,885.00,0.00,885.00,885.00,0,0.0 ,7.65
06/22/2012,UJMB5,BD,2004,830.00,0.00,830.00,830.00,0,0.0 ,17.85
06/25/2012,UJMB5,BD,2004,850.00,0.00,850.00,850.00,0,0.0 ,40.8
06/26/2012,UJMB5,BD,2004,855.00,0.00,855.00,855.00,0,0.0 ,35.7
06/21/2012,UJMB5,BD,2004,830.00,0.00,830.00,830.00,0,0.0 ,33.15
06/20/2012,UJMB5,BD,2004,835.00,0.00,835.00,835.00,0,0.0 ,51
06/28/2012,UJMB5,BD,2004,860.00,0.00,860.00,860.00,0,0.0 ,51
06/29/2012,UJMB5,BD,2004,865.00,0.00,865.00,865.00,0,0.0 ,5.1
07/02/2012,UJMB5,BD,2004,950.00,0.00,950.00,950.00,0,0.0 ,17.85
07/03/2012,UJMB5,BD,2004,"1,000.00",0.00,"1,010.00","1,000.00",0,0.0 ,33.85
07/04/2012,UJMB5,BD,2004,"1,005.00",0.00,"1,010.00","1,005.00",0,0.0 ,35.7
06/08/2012,UJMB5,BD,2004,850.00,0.00,850.00,850.00,0,0.0 ,45.9
06/11/2012,UJMB5,BD,2004,850.00,0.00,850.00,850.00,0,0.0 ,76.5
06/12/2012,UJMB5,BD,2004,845.00,0.00,845.00,845.00,0,0.0 ,10.2
06/13/2012,UJMB5,BD,2004,845.00,0.00,845.00,845.00,0,0.0 ,41.63
06/14/2012,UJMB5,BD,2004,835.00,0.00,840.00,835.00,0,0.0 ,53.55
06/18/2012,UJMB5,BD,2004,830.00,0.00,830.00,830.00,0,0.0 ,20.4
06/04/2012,UJMB5,BD,2004,825.00,0.00,828.00,825.00,0,0.0 ,48.45
06/05/2012,UJMB5,BD,2004,835.00,0.00,840.00,835.00,0,0.0 ,12.75
06/06/2012,UJMB5,BD,2004,850.00,0.00,850.00,850.00,0,0.0 ,15.3
06/07/2012,UJMB5,BD,2004,855.00,0.00,860.00,855.00,0,0.0 ,43.35
05/30/2012,UJMB5,BD,2004,850.00,0.00,850.00,850.00,0,0.0 ,30.6
05/31/2012,UJMB5,BD,2004,846.00,0.00,846.00,845.00,0,0.0 ,53.55
06/01/2012,UJMB5,BD,2004,825.00,0.00,825.00,825.00,0,0.0 ,12.75
09/03/2012,UJMB5,BD,2004,900.00,0.00,900.00,900.00,0,0.0 ,5.1
08/30/2012,UJMB5,BD,2004,915.00,0.00,915.00,915.00,0,0.0 ,5.1
08/28/2012,UJMB5,BD,2004,920.00,0.00,920.00,920.00,0,0.0 ,5.1
08/24/2012,UJMB5,BD,2004,870.00,0.00,870.00,870.00,0,0.0 ,15.3
08/27/2012,UJMB5,BD,2004,890.00,0.00,900.00,890.00,0,0.0 ,25.5
08/22/2012,UJMB5,BD,2004,885.00,0.00,885.00,885.00,0,0.0 ,10.2
10/05/2012,UJMB5,BD,2004,945.00,0.00,945.00,945.00,0,0.0 ,7.65
10/04/2012,UJMB5,BD,2004,958.00,0.00,958.00,958.00,0,0.0 ,10.2
10/03/2012,UJMB5,BD,2004,960.00,0.00,960.00,960.00,0,0.0 ,38.25
10/11/2012,UJMB5,BD,2004,925.00,0.00,925.00,925.00,0,0.0 ,10.2
10/10/2012,UJMB5,BD,2004,930.00,0.00,930.00,930.00,0,0.0 ,33.15
10/09/2012,UJMB5,BD,2004,930.00,0.00,930.00,930.00,0,0.0 ,25.5
10/08/2012,UJMB5,BD,2004,930.00,0.00,930.00,930.00,0,0.0 ,25.5
10/22/2012,UJMB5,BD,2004,925.00,0.00,925.00,925.00,0,0.0 ,12.75
10/18/2012,UJMB5,BD,2004,930.00,0.00,930.00,930.00,0,0.0 ,25.5
10/15/2012,UJMB5,BD,2004,930.00,0.00,930.00,910.00,0,0.0 ,25.5
10/16/2012,UJMB5,BD,2004,931.00,0.00,931.00,931.00,0,0.0 ,10.2
10/02/2012,UJMB5,BD,2004,935.00,0.00,935.00,930.00,0,0.0 ,40.8
10/01/2012,UJMB5,BD,2004,920.00,0.00,920.00,920.00,0,0.0 ,10.2
09/26/2012,UJMB5,BD,2004,925.00,0.00,925.00,920.00,0,0.0 ,40.8
09/21/2012,UJMB5,BD,2004,915.00,0.00,915.00,915.00,0,0.0 ,25.5
09/24/2012,UJMB5,BD,2004,925.00,0.00,925.00,925.00,0,0.0 ,66.3
09/25/2012,UJMB5,BD,2004,925.00,0.00,925.00,920.00,0,0.0 ,79.05
09/18/2012,UJMB5,BD,2004,915.00,0.00,915.00,915.00,0,0.0 ,20.4
09/19/2012,UJMB5,BD,2004,920.00,0.00,920.00,920.00,0,0.0 ,30.6
09/20/2012,UJMB5,BD,2004,915.00,0.00,915.00,915.00,0,0.0 ,20.4
